No_Faktur,Bulan_Pembelian,Nama_Mobil,Wilayah,Gender_Pembeli,Pekerjaan_Pembeli,Umur_Pembeli,Pendapatan_Bulanan_Juta
INV/2026/00256,April,Daihatsu Sigra,Sumatera Utara (Medan),Pria,Rumah Tangga,41,25.4
INV/2026/00257,Mei,Toyota Rush,Jawa Barat (Bandung),Wanita,PNS,45,36.4
INV/2026/00258,November,Honda HR-V,Jawa Barat (Bandung),Pria,PNS,54,17.0
INV/2026/00259,Agustus,Daihatsu Sigra,Jawa Barat (Bandung),Pria,Karyawan Swasta,45,14.6
INV/2026/00260,April,Honda HR-V,Jawa Tengah (Semarang),Wanita,Karyawan Swasta,32,28.1
INV/2026/00261,September,Daihatsu Sigra,Jawa Tengah (Semarang),Wanita,Karyawan Swasta,29,21.1
INV/2026/00262,Maret,Mitsubishi Xpander,Jawa Timur (Surabaya),Pria,Karyawan Swasta,57,28.3
INV/2026/00263,Desember,Honda HR-V,Sumatera Utara (Medan),Wanita,Rumah Tangga,59,23.7
INV/2026/00264,Oktober,Toyota Rush,Sumatera Utara (Medan),Wanita,Rumah Tangga,61,4.0
INV/2026/00265,Oktober,Toyota Innova Zenix,Jawa Timur (Surabaya),Wanita,Karyawan Swasta,41,21.0
INV/2026/00266,Agustus,Daihatsu Sigra,DKI Jakarta,Pria,Rumah Tangga,56,20.5
INV/2026/00267,April,Daihatsu Sigra,Jawa Tengah (Semarang),Wanita,Karyawan Swasta,46,19.1
INV/2026/00268,Agustus,Honda HR-V,Jawa Barat (Bandung),Wanita,Karyawan Swasta,56,16.9
INV/2026/00269,Juli,Honda HR-V,Sumatera Utara (Medan),Wanita,PNS,46,5.3
INV/2026/00270,April,Daihatsu Sigra,Jawa Timur (Surabaya),Pria,Pengusaha,50,25.0
INV/2026/00271,Februari,Toyota Avanza,Jawa Timur (Surabaya),Wanita,Rumah Tangga,39,21.0
INV/2026/00272,Februari,Honda Brio,Jawa Tengah (Semarang),Wanita,Rumah Tangga,39,26.8
INV/2026/00273,November,Honda HR-V,Jawa Barat (Bandung),Pria,BUMN,23,5.7
INV/2026/00274,Juli,Honda HR-V,Jawa Timur (Surabaya),Pria,Karyawan Swasta,56,22.1
INV/2026/00275,Juni,Mitsubishi Xpander,Jawa Tengah (Semarang),Wanita,Karyawan Swasta,37,16.1
INV/2026/00276,Juli,Honda Brio,Sulawesi Selatan (Makassar),Pria,Rumah Tangga,62,19.2
INV/2026/00277,Juli,Toyota Innova Zenix,Jawa Barat (Bandung),Wanita,Pengusaha,57,16.2
INV/2026/00278,Agustus,Honda HR-V,Sumatera Utara (Medan),Pria,Professional (Dokter/Pengacara),54,22.3
INV/2026/00279,Desember,Honda HR-V,Jawa Barat (Bandung),Wanita,Karyawan Swasta,25,16.7
INV/2026/00280,Januari,Honda HR-V,DKI Jakarta,Wanita,Professional (Dokter/Pengacara),54,9.6
INV/2026/00281,November,Honda Brio,Jawa Barat (Bandung),Pria,BUMN,35,18.7
INV/2026/00282,November,Mitsubishi Xpander,Jawa Barat (Bandung),Wanita,Rumah Tangga,42,16.3
INV/2026/00283,November,Toyota Rush,DKI Jakarta,Wanita,PNS,41,17.3
INV/2026/00284,Februari,Toyota Rush,Jawa Barat (Bandung),Pria,Karyawan Swasta,29,4.0
INV/2026/00285,Januari,Daihatsu Sigra,Jawa Timur (Surabaya),Wanita,Rumah Tangga,28,23.5
INV/2026/00286,Juli,Daihatsu Sigra,Sumatera Utara (Medan),Wanita,Rumah Tangga,24,15.5
INV/2026/00287,Desember,Toyota Avanza,Sumatera Utara (Medan),Pria,BUMN,38,7.2
INV/2026/00288,Juni,Toyota Avanza,Sulawesi Selatan (Makassar),Pria,Karyawan Swasta,54,25.4
INV/2026/00289,Februari,Honda HR-V,Sumatera Utara (Medan),Wanita,Rumah Tangga,33,23.1
INV/2026/00290,April,Mitsubishi Xpander,Sumatera Utara (Medan),Wanita,Pengusaha,43,15.4
INV/2026/00291,April,Daihatsu Sigra,Jawa Tengah (Semarang),Wanita,PNS,43,8.8
INV/2026/00292,April,Toyota Rush,DKI Jakarta,Wanita,PNS,51,19.4
INV/2026/00293,September,Honda Brio,Jawa Barat (Bandung),Wanita,Professional (Dokter/Pengacara),59,19.0
INV/2026/00294,Agustus,Toyota Rush,Jawa Barat (Bandung),Wanita,Rumah Tangga,59,25.4
INV/2026/00295,Maret,Honda Brio,Jawa Timur (Surabaya),Wanita,Karyawan Swasta,29,14.5
INV/2026/00296,Juli,Toyota Rush,Jawa Barat (Bandung),Wanita,BUMN,48,27.6
INV/2026/00297,Maret,Mitsubishi Xpander,DKI Jakarta,Wanita,Rumah Tangga,48,13.7
INV/2026/00298,Mei,Toyota Avanza,Jawa Timur (Surabaya),Wanita,PNS,55,7.2
INV/2026/00299,Agustus,Toyota Rush,Jawa Timur (Surabaya),Pria,PNS,42,8.9
INV/2026/00300,April,Honda Brio,Jawa Tengah (Semarang),Pria,PNS,51,17.5
INV/2026/00301,Februari,Toyota Innova Zenix,Sulawesi Selatan (Makassar),Wanita,Pengusaha,54,17.5
INV/2026/00302,Agustus,Mitsubishi Xpander,Jawa Barat (Bandung),Pria,Karyawan Swasta,49,20.6
INV/2026/00303,September,Toyota Innova Zenix,Jawa Tengah (Semarang),Pria,BUMN,54,17.3
INV/2026/00304,Februari,Toyota Innova Zenix,DKI Jakarta,Wanita,Pengusaha,26,25.8
INV/2026/00305,Januari,Toyota Avanza,Jawa Tengah (Semarang),Pria,BUMN,40,15.9
INV/2026/00306,November,Daihatsu Sigra,Sumatera Utara (Medan),Wanita,Rumah Tangga,25,4.0
INV/2026/00307,September,Mitsubishi Xpander,DKI Jakarta,Pria,BUMN,56,17.0
INV/2026/00308,Januari,Daihatsu Sigra,DKI Jakarta,Wanita,BUMN,38,4.0
INV/2026/00309,Februari,Honda HR-V,DKI Jakarta,Pria,Professional (Dokter/Pengacara),49,20.2
INV/2026/00310,April,Honda Brio,Jawa Timur (Surabaya),Wanita,PNS,51,26.5
INV/2026/00311,Maret,Honda Brio,Sulawesi Selatan (Makassar),Pria,Professional (Dokter/Pengacara),50,10.1
INV/2026/00312,Juli,Toyota Rush,Jawa Timur (Surabaya),Wanita,BUMN,27,29.3
INV/2026/00313,Agustus,Mitsubishi Xpander,DKI Jakarta,Pria,Karyawan Swasta,56,24.7
INV/2026/00314,Agustus,Toyota Avanza,Sumatera Utara (Medan),Wanita,Pengusaha,62,27.7
INV/2026/00315,April,Honda Brio,Jawa Timur (Surabaya),Wanita,Pengusaha,58,19.5
INV/2026/00316,Juli,Honda Brio,Jawa Tengah (Semarang),Pria,PNS,45,10.1
INV/2026/00317,Januari,Toyota Rush,Jawa Tengah (Semarang),Pria,BUMN,50,24.2
INV/2026/00318,Maret,Daihatsu Sigra,DKI Jakarta,Pria,BUMN,52,13.0
INV/2026/00319,Juli,Honda Brio,Sumatera Utara (Medan),Wanita,Karyawan Swasta,56,18.9
INV/2026/00320,Januari,Toyota Avanza,Jawa Tengah (Semarang),Pria,PNS,54,16.6
INV/2026/00321,Juli,Toyota Rush,Jawa Barat (Bandung),Wanita,Professional (Dokter/Pengacara),42,27.0
INV/2026/00322,Mei,Honda Brio,Jawa Barat (Bandung),Pria,Professional (Dokter/Pengacara),53,23.8
INV/2026/00323,Agustus,Honda Brio,DKI Jakarta,Wanita,Karyawan Swasta,44,17.4
INV/2026/00324,Mei,Toyota Innova Zenix,Sulawesi Selatan (Makassar),Wanita,BUMN,54,4.0
INV/2026/00325,Juli,Toyota Avanza,Jawa Tengah (Semarang),Wanita,Professional (Dokter/Pengacara),24,12.9
INV/2026/00326,Desember,Honda Brio,Sulawesi Selatan (Makassar),Pria,Professional (Dokter/Pengacara),39,23.6
INV/2026/00327,Desember,Honda HR-V,DKI Jakarta,Pria,Karyawan Swasta,46,20.2
INV/2026/00328,September,Honda HR-V,Sulawesi Selatan (Makassar),Pria,Karyawan Swasta,63,6.0
INV/2026/00329,November,Toyota Avanza,Jawa Tengah (Semarang),Pria,BUMN,52,4.0
INV/2026/00330,Desember,Toyota Avanza,Sulawesi Selatan (Makassar),Pria,Karyawan Swasta,24,19.6
INV/2026/00331,Agustus,Honda Brio,Sulawesi Selatan (Makassar),Wanita,Karyawan Swasta,61,9.5
INV/2026/00332,Maret,Honda Brio,Jawa Timur (Surabaya),Pria,Rumah Tangga,45,10.3
INV/2026/00333,April,Toyota Avanza,Sumatera Utara (Medan),Pria,PNS,53,23.4
INV/2026/00334,Mei,Daihatsu Sigra,DKI Jakarta,Pria,Pengusaha,43,27.6
INV/2026/00335,April,Daihatsu Sigra,Jawa Barat (Bandung),Wanita,Professional (Dokter/Pengacara),44,12.0
INV/2026/00336,Januari,Toyota Avanza,Sulawesi Selatan (Makassar),Wanita,PNS,23,17.6
INV/2026/00337,Oktober,Toyota Rush,DKI Jakarta,Pria,Rumah Tangga,48,17.4
INV/2026/00338,Desember,Toyota Avanza,Jawa Timur (Surabaya),Wanita,PNS,63,16.7
INV/2026/00339,September,Toyota Rush,Jawa Timur (Surabaya),Pria,Karyawan Swasta,23,18.3
INV/2026/00340,Januari,Daihatsu Sigra,Sulawesi Selatan (Makassar),Pria,PNS,47,24.1
INV/2026/00341,Desember,Daihatsu Sigra,Jawa Tengah (Semarang),Pria,Rumah Tangga,38,12.6
INV/2026/00342,Juni,Honda HR-V,Sumatera Utara (Medan),Pria,BUMN,61,5.8
INV/2026/00343,Januari,Toyota Innova Zenix,Jawa Tengah (Semarang),Pria,PNS,54,31.5
INV/2026/00344,Januari,Daihatsu Sigra,Jawa Tengah (Semarang),Pria,BUMN,30,26.7
INV/2026/00345,Oktober,Daihatsu Sigra,Jawa Barat (Bandung),Pria,Pengusaha,64,9.2
INV/2026/00346,Agustus,Mitsubishi Xpander,Sumatera Utara (Medan),Pria,Professional (Dokter/Pengacara),60,19.1
INV/2026/00347,September,Honda HR-V,Jawa Barat (Bandung),Pria,Professional (Dokter/Pengacara),50,26.1
INV/2026/00348,September,Honda HR-V,Jawa Barat (Bandung),Pria,BUMN,63,24.0
INV/2026/00349,Maret,Honda Brio,DKI Jakarta,Wanita,Karyawan Swasta,47,21.7
INV/2026/00350,Januari,Toyota Innova Zenix,Jawa Barat (Bandung),Pria,Pengusaha,56,16.6
INV/2026/00351,September,Toyota Innova Zenix,Jawa Barat (Bandung),Wanita,Professional (Dokter/Pengacara),46,31.8
INV/2026/00352,Februari,Toyota Rush,Jawa Timur (Surabaya),Wanita,Pengusaha,45,19.8
INV/2026/00353,Maret,Toyota Avanza,Sumatera Utara (Medan),Pria,PNS,34,13.9
INV/2026/00354,Februari,Toyota Rush,Sumatera Utara (Medan),Pria,BUMN,28,25.0
INV/2026/00355,Oktober,Mitsubishi Xpander,Jawa Timur (Surabaya),Wanita,Pengusaha,57,18.8
INV/2026/00356,Februari,Toyota Rush,Sulawesi Selatan (Makassar),Wanita,PNS,41,20.8
INV/2026/00357,November,Honda Brio,DKI Jakarta,Wanita,PNS,22,19.6
INV/2026/00358,April,Toyota Innova Zenix,Sumatera Utara (Medan),Pria,Rumah Tangga,29,22.0
INV/2026/00359,Juli,Daihatsu Sigra,Sulawesi Selatan (Makassar),Pria,Karyawan Swasta,37,10.2
INV/2026/00360,Februari,Toyota Rush,Jawa Timur (Surabaya),Wanita,PNS,35,6.4
INV/2026/00361,Oktober,Daihatsu Sigra,Jawa Tengah (Semarang),Wanita,PNS,33,29.5
INV/2026/00362,April,Daihatsu Sigra,DKI Jakarta,Pria,Pengusaha,44,20.0
INV/2026/00363,Oktober,Honda Brio,Jawa Timur (Surabaya),Wanita,BUMN,36,24.2
INV/2026/00364,Oktober,Honda HR-V,Sulawesi Selatan (Makassar),Pria,Professional (Dokter/Pengacara),49,4.0
INV/2026/00365,Januari,Honda HR-V,Sumatera Utara (Medan),Pria,Rumah Tangga,55,26.5
INV/2026/00366,Oktober,Toyota Innova Zenix,Sumatera Utara (Medan),Pria,Karyawan Swasta,23,13.8
INV/2026/00367,Februari,Honda HR-V,Jawa Tengah (Semarang),Pria,BUMN,53,11.6
INV/2026/00368,Juli,Honda Brio,Jawa Barat (Bandung),Pria,Rumah Tangga,44,17.5
INV/2026/00369,November,Toyota Avanza,Jawa Timur (Surabaya),Pria,Karyawan Swasta,43,10.2
INV/2026/00370,Oktober,Toyota Avanza,Jawa Barat (Bandung),Pria,Rumah Tangga,46,18.0
INV/2026/00371,Oktober,Toyota Rush,Jawa Timur (Surabaya),Wanita,Professional (Dokter/Pengacara),43,16.9
INV/2026/00372,September,Honda HR-V,Sumatera Utara (Medan),Wanita,Karyawan Swasta,43,26.5
INV/2026/00373,Juni,Mitsubishi Xpander,Jawa Tengah (Semarang),Wanita,Professional (Dokter/Pengacara),63,30.1
INV/2026/00374,Mei,Toyota Avanza,Jawa Timur (Surabaya),Wanita,Pengusaha,27,29.9
INV/2026/00375,April,Toyota Innova Zenix,Jawa Timur (Surabaya),Pria,Pengusaha,36,4.0
INV/2026/00376,November,Toyota Innova Zenix,DKI Jakarta,Wanita,Professional (Dokter/Pengacara),64,10.5
INV/2026/00377,Desember,Toyota Rush,Jawa Tengah (Semarang),Wanita,BUMN,58,4.0
INV/2026/00378,Juni,Honda HR-V,Sulawesi Selatan (Makassar),Wanita,BUMN,54,8.5
INV/2026/00379,April,Toyota Rush,DKI Jakarta,Wanita,BUMN,29,12.8
INV/2026/00380,Mei,Toyota Innova Zenix,Jawa Tengah (Semarang),Wanita,Professional (Dokter/Pengacara),26,21.3
INV/2026/00381,Juli,Daihatsu Sigra,Jawa Tengah (Semarang),Pria,BUMN,60,13.8
INV/2026/00382,Maret,Daihatsu Sigra,DKI Jakarta,Wanita,PNS,25,14.1
INV/2026/00383,November,Toyota Innova Zenix,Jawa Tengah (Semarang),Wanita,Karyawan Swasta,27,19.5
INV/2026/00384,November,Honda HR-V,Jawa Tengah (Semarang),Wanita,BUMN,53,4.3
INV/2026/00385,Mei,Toyota Avanza,Jawa Barat (Bandung),Pria,Rumah Tangga,51,11.3
INV/2026/00386,Agustus,Toyota Avanza,Jawa Timur (Surabaya),Pria,BUMN,56,14.0
INV/2026/00387,Juni,Mitsubishi Xpander,Sulawesi Selatan (Makassar),Wanita,Pengusaha,61,16.4
INV/2026/00388,Februari,Honda Brio,Sumatera Utara (Medan),Wanita,Pengusaha,37,18.6
INV/2026/00389,Januari,Mitsubishi Xpander,Jawa Timur (Surabaya),Pria,Karyawan Swasta,34,30.0
INV/2026/00390,Agustus,Toyota Rush,Jawa Tengah (Semarang),Wanita,Karyawan Swasta,63,25.3
INV/2026/00391,Oktober,Honda HR-V,Jawa Tengah (Semarang),Pria,PNS,51,11.8
INV/2026/00392,Oktober,Honda HR-V,Jawa Timur (Surabaya),Wanita,Karyawan Swasta,40,15.9
INV/2026/00393,Februari,Honda HR-V,Jawa Tengah (Semarang),Pria,Karyawan Swasta,38,15.4
INV/2026/00394,Februari,Honda Brio,DKI Jakarta,Wanita,Professional (Dokter/Pengacara),40,13.9
INV/2026/00395,September,Toyota Avanza,Sulawesi Selatan (Makassar),Pria,PNS,49,20.2
INV/2026/00396,April,Toyota Innova Zenix,Jawa Barat (Bandung),Wanita,BUMN,47,4.0
INV/2026/00397,September,Daihatsu Sigra,Sumatera Utara (Medan),Pria,Karyawan Swasta,58,25.0
INV/2026/00398,Mei,Mitsubishi Xpander,Sumatera Utara (Medan),Wanita,BUMN,47,31.5
INV/2026/00399,Maret,Mitsubishi Xpander,DKI Jakarta,Wanita,BUMN,44,15.8
INV/2026/00400,Juni,Toyota Avanza,Sumatera Utara (Medan),Wanita,Rumah Tangga,30,15.7
INV/2026/00401,Februari,Toyota Rush,Jawa Timur (Surabaya),Pria,Karyawan Swasta,33,19.3
INV/2026/00402,April,Honda Brio,Jawa Timur (Surabaya),Pria,PNS,22,26.2
INV/2026/00403,Juni,Mitsubishi Xpander,DKI Jakarta,Wanita,Rumah Tangga,22,15.4
INV/2026/00404,Mei,Honda Brio,Jawa Barat (Bandung),Pria,Rumah Tangga,55,25.5
INV/2026/00405,Maret,Toyota Rush,Jawa Timur (Surabaya),Wanita,PNS,53,21.9
INV/2026/00406,Agustus,Toyota Rush,Jawa Barat (Bandung),Wanita,Rumah Tangga,46,36.9
INV/2026/00407,September,Mitsubishi Xpander,Jawa Barat (Bandung),Pria,Pengusaha,61,15.4
INV/2026/00408,Desember,Honda HR-V,Sumatera Utara (Medan),Pria,BUMN,22,4.0
INV/2026/00409,Mei,Toyota Innova Zenix,Jawa Tengah (Semarang),Pria,Professional (Dokter/Pengacara),37,6.5
INV/2026/00410,Oktober,Toyota Avanza,Jawa Timur (Surabaya),Wanita,Professional (Dokter/Pengacara),60,18.1
INV/2026/00411,November,Toyota Rush,Jawa Tengah (Semarang),Wanita,Pengusaha,26,26.2
INV/2026/00412,September,Honda Brio,Sumatera Utara (Medan),Wanita,BUMN,43,12.8
INV/2026/00413,Januari,Toyota Avanza,DKI Jakarta,Pria,Pengusaha,50,16.2
INV/2026/00414,November,Honda HR-V,Jawa Timur (Surabaya),Wanita,Professional (Dokter/Pengacara),24,23.5
INV/2026/00415,September,Toyota Rush,DKI Jakarta,Wanita,Rumah Tangga,33,10.3
INV/2026/00416,Mei,Honda HR-V,Sumatera Utara (Medan),Wanita,Pengusaha,47,13.1
INV/2026/00417,November,Daihatsu Sigra,Sumatera Utara (Medan),Pria,BUMN,37,8.7
INV/2026/00418,Februari,Toyota Avanza,Jawa Tengah (Semarang),Wanita,Rumah Tangga,58,27.4
INV/2026/00419,Maret,Toyota Rush,Sumatera Utara (Medan),Wanita,Karyawan Swasta,43,30.3
INV/2026/00420,Mei,Honda Brio,Jawa Timur (Surabaya),Wanita,Professional (Dokter/Pengacara),50,5.4
INV/2026/00421,Februari,Honda Brio,Jawa Tengah (Semarang),Pria,PNS,35,16.9
INV/2026/00422,Februari,Honda HR-V,Sumatera Utara (Medan),Wanita,Pengusaha,49,29.3
INV/2026/00423,Desember,Daihatsu Sigra,DKI Jakarta,Pria,Pengusaha,26,21.2
INV/2026/00424,September,Daihatsu Sigra,Jawa Barat (Bandung),Wanita,Rumah Tangga,51,14.1
INV/2026/00425,Maret,Mitsubishi Xpander,Jawa Tengah (Semarang),Wanita,Karyawan Swasta,26,5.6
INV/2026/00426,Mei,Honda Brio,Jawa Timur (Surabaya),Wanita,Pengusaha,33,27.2
INV/2026/00427,Mei,Toyota Avanza,Sulawesi Selatan (Makassar),Pria,Rumah Tangga,37,20.9
INV/2026/00428,Oktober,Daihatsu Sigra,DKI Jakarta,Pria,Professional (Dokter/Pengacara),47,6.2
INV/2026/00429,April,Honda HR-V,Jawa Timur (Surabaya),Pria,BUMN,47,27.5
INV/2026/00430,Desember,Toyota Avanza,Sumatera Utara (Medan),Pria,Rumah Tangga,42,5.2
INV/2026/00431,Juni,Daihatsu Sigra,Sulawesi Selatan (Makassar),Pria,PNS,60,16.2
INV/2026/00432,April,Honda Brio,Jawa Tengah (Semarang),Pria,Rumah Tangga,57,15.9
INV/2026/00433,November,Toyota Rush,Sulawesi Selatan (Makassar),Pria,Pengusaha,54,30.9
INV/2026/00434,November,Daihatsu Sigra,Jawa Tengah (Semarang),Wanita,BUMN,51,15.9
INV/2026/00435,Mei,Honda Brio,Jawa Timur (Surabaya),Wanita,BUMN,58,15.9
INV/2026/00436,September,Daihatsu Sigra,Sumatera Utara (Medan),Wanita,Rumah Tangga,44,7.1
INV/2026/00437,Agustus,Toyota Rush,Jawa Tengah (Semarang),Pria,Rumah Tangga,31,12.9
INV/2026/00438,Mei,Mitsubishi Xpander,DKI Jakarta,Pria,Rumah Tangga,26,11.5
INV/2026/00439,Januari,Honda HR-V,DKI Jakarta,Pria,Rumah Tangga,57,11.9
INV/2026/00440,Februari,Daihatsu Sigra,Jawa Tengah (Semarang),Pria,PNS,55,18.1
INV/2026/00441,November,Mitsubishi Xpander,Jawa Tengah (Semarang),Wanita,Professional (Dokter/Pengacara),52,4.0
INV/2026/00442,Juli,Honda HR-V,Jawa Barat (Bandung),Wanita,PNS,31,5.9
INV/2026/00443,Mei,Toyota Rush,Jawa Tengah (Semarang),Pria,Pengusaha,40,17.1
INV/2026/00444,Januari,Mitsubishi Xpander,Sumatera Utara (Medan),Pria,Karyawan Swasta,53,19.0
INV/2026/00445,Januari,Toyota Avanza,Jawa Tengah (Semarang),Wanita,Pengusaha,22,16.1
INV/2026/00446,Juni,Honda Brio,Jawa Barat (Bandung),Pria,Professional (Dokter/Pengacara),26,17.7
INV/2026/00447,Maret,Honda HR-V,DKI Jakarta,Pria,Rumah Tangga,25,14.7
INV/2026/00448,November,Daihatsu Sigra,Sumatera Utara (Medan),Pria,Pengusaha,37,17.9
INV/2026/00449,Mei,Daihatsu Sigra,Jawa Barat (Bandung),Wanita,PNS,45,21.5
INV/2026/00450,Maret,Toyota Innova Zenix,Jawa Tengah (Semarang),Wanita,Rumah Tangga,37,21.4
INV/2026/00451,Desember,Daihatsu Sigra,Jawa Timur (Surabaya),Pria,Rumah Tangga,23,12.5
INV/2026/00452,Agustus,Honda Brio,Jawa Timur (Surabaya),Pria,BUMN,49,25.3
INV/2026/00453,September,Honda Brio,Sulawesi Selatan (Makassar),Wanita,Professional (Dokter/Pengacara),53,19.3
INV/2026/00454,Desember,Daihatsu Sigra,DKI Jakarta,Pria,Pengusaha,48,27.9
INV/2026/00455,Juli,Honda HR-V,DKI Jakarta,Wanita,Karyawan Swasta,41,29.5
INV/2026/00456,September,Toyota Rush,Jawa Barat (Bandung),Wanita,PNS,45,6.5
INV/2026/00457,Januari,Mitsubishi Xpander,Jawa Barat (Bandung),Pria,PNS,33,11.1
INV/2026/00458,Februari,Toyota Innova Zenix,Sulawesi Selatan (Makassar),Pria,Karyawan Swasta,56,24.5
INV/2026/00459,Februari,Honda Brio,Jawa Tengah (Semarang),Pria,Professional (Dokter/Pengacara),54,4.7
INV/2026/00460,Desember,Toyota Innova Zenix,Jawa Tengah (Semarang),Wanita,Karyawan Swasta,54,29.4
INV/2026/00461,Maret,Toyota Innova Zenix,Jawa Barat (Bandung),Wanita,Professional (Dokter/Pengacara),64,15.2
INV/2026/00462,September,Honda Brio,Sulawesi Selatan (Makassar),Wanita,PNS,58,22.6
INV/2026/00463,Januari,Toyota Rush,Jawa Tengah (Semarang),Wanita,Rumah Tangga,33,17.1
INV/2026/00464,Juni,Mitsubishi Xpander,Sumatera Utara (Medan),Pria,Professional (Dokter/Pengacara),24,6.9
INV/2026/00465,Oktober,Mitsubishi Xpander,Jawa Timur (Surabaya),Pria,Pengusaha,22,26.4
INV/2026/00466,September,Honda Brio,Sumatera Utara (Medan),Pria,PNS,54,40.0
INV/2026/00467,Maret,Daihatsu Sigra,Sumatera Utara (Medan),Wanita,PNS,61,13.9
INV/2026/00468,Juli,Honda HR-V,Jawa Tengah (Semarang),Pria,PNS,31,15.4
INV/2026/00469,Maret,Honda HR-V,Jawa Barat (Bandung),Pria,Karyawan Swasta,64,4.0
INV/2026/00470,Januari,Daihatsu Sigra,Jawa Timur (Surabaya),Pria,Pengusaha,50,28.8
INV/2026/00471,Mei,Toyota Innova Zenix,Jawa Barat (Bandung),Pria,Professional (Dokter/Pengacara),34,25.3
INV/2026/00472,Juni,Toyota Rush,Jawa Tengah (Semarang),Pria,Pengusaha,33,4.1
INV/2026/00473,Januari,Honda HR-V,Sulawesi Selatan (Makassar),Pria,Rumah Tangga,52,4.0
INV/2026/00474,Juni,Daihatsu Sigra,Jawa Timur (Surabaya),Pria,Rumah Tangga,23,4.0
INV/2026/00475,April,Toyota Rush,Jawa Timur (Surabaya),Pria,PNS,56,23.2
INV/2026/00476,November,Toyota Innova Zenix,Jawa Barat (Bandung),Wanita,PNS,44,24.0
INV/2026/00477,April,Honda HR-V,DKI Jakarta,Wanita,BUMN,38,10.6
INV/2026/00478,November,Honda HR-V,Sumatera Utara (Medan),Pria,Rumah Tangga,47,22.0
INV/2026/00479,Februari,Daihatsu Sigra,Jawa Timur (Surabaya),Wanita,Pengusaha,29,19.3
INV/2026/00480,Juni,Honda HR-V,Jawa Barat (Bandung),Pria,PNS,50,15.1
INV/2026/00481,September,Mitsubishi Xpander,Sumatera Utara (Medan),Wanita,Pengusaha,47,25.8
INV/2026/00482,Juli,Mitsubishi Xpander,Sumatera Utara (Medan),Pria,Rumah Tangga,31,8.4
INV/2026/00483,Oktober,Mitsubishi Xpander,Sulawesi Selatan (Makassar),Pria,Karyawan Swasta,47,27.2
INV/2026/00484,Desember,Daihatsu Sigra,Jawa Barat (Bandung),Wanita,Rumah Tangga,55,12.2
INV/2026/00485,Maret,Honda HR-V,DKI Jakarta,Wanita,Karyawan Swasta,62,32.3
INV/2026/00486,April,Toyota Innova Zenix,DKI Jakarta,Wanita,Professional (Dokter/Pengacara),28,10.0
INV/2026/00487,Maret,Honda HR-V,Sulawesi Selatan (Makassar),Pria,Professional (Dokter/Pengacara),25,15.2
INV/2026/00488,Maret,Toyota Innova Zenix,Jawa Tengah (Semarang),Pria,PNS,32,18.5
INV/2026/00489,Juli,Honda HR-V,Sulawesi Selatan (Makassar),Wanita,Professional (Dokter/Pengacara),50,18.4
INV/2026/00490,Januari,Mitsubishi Xpander,Jawa Tengah (Semarang),Wanita,PNS,57,21.9
INV/2026/00491,Maret,Honda HR-V,Jawa Barat (Bandung),Wanita,PNS,46,7.7
INV/2026/00492,Desember,Honda HR-V,DKI Jakarta,Pria,BUMN,42,17.7
INV/2026/00493,Juni,Mitsubishi Xpander,Sumatera Utara (Medan),Pria,BUMN,57,19.1
INV/2026/00494,Juli,Daihatsu Sigra,Jawa Barat (Bandung),Pria,BUMN,31,13.8
INV/2026/00495,November,Daihatsu Sigra,Jawa Timur (Surabaya),Wanita,BUMN,58,21.2
INV/2026/00496,Desember,Honda HR-V,Jawa Tengah (Semarang),Pria,Karyawan Swasta,30,7.2
INV/2026/00497,April,Honda HR-V,Jawa Barat (Bandung),Pria,Pengusaha,45,15.4
INV/2026/00498,Mei,Toyota Innova Zenix,DKI Jakarta,Wanita,Rumah Tangga,56,12.0
INV/2026/00499,Maret,Honda HR-V,Sumatera Utara (Medan),Pria,Karyawan Swasta,56,15.4
INV/2026/00500,Desember,Toyota Avanza,Sulawesi Selatan (Makassar),Pria,PNS,57,29.6
INV/2026/00501,Februari,Toyota Rush,Sumatera Utara (Medan),Wanita,Pengusaha,39,29.7
INV/2026/00502,Juli,Toyota Innova Zenix,Sulawesi Selatan (Makassar),Pria,BUMN,60,28.2
INV/2026/00503,Januari,Daihatsu Sigra,Jawa Timur (Surabaya),Pria,Rumah Tangga,53,14.3
INV/2026/00504,Agustus,Honda Brio,Jawa Barat (Bandung),Wanita,BUMN,45,25.3
INV/2026/00505,April,Daihatsu Sigra,DKI Jakarta,Wanita,BUMN,44,18.9
INV/2026/00506,April,Daihatsu Sigra,Jawa Timur (Surabaya),Wanita,Pengusaha,53,18.4
INV/2026/00507,Agustus,Honda HR-V,Jawa Barat (Bandung),Wanita,PNS,58,17.4
INV/2026/00508,Juni,Honda HR-V,Sulawesi Selatan (Makassar),Pria,PNS,33,32.1
INV/2026/00509,Mei,Honda Brio,DKI Jakarta,Pria,Rumah Tangga,34,28.9
INV/2026/00510,April,Honda HR-V,DKI Jakarta,Wanita,Pengusaha,44,24.0
INV/2026/00511,April,Honda HR-V,Jawa Tengah (Semarang),Pria,Professional (Dokter/Pengacara),46,16.6
INV/2026/00512,Januari,Toyota Rush,Sulawesi Selatan (Makassar),Pria,BUMN,56,18.3
INV/2026/00513,November,Daihatsu Sigra,Sumatera Utara (Medan),Wanita,Rumah Tangga,62,22.2
INV/2026/00514,April,Toyota Innova Zenix,Sumatera Utara (Medan),Wanita,Karyawan Swasta,51,13.8
